id	title	question	answer	response_question	response_answer	statement
56cfff79234ae51400d9c23a	New_York_City	Which island is home to the Fire academy in NYC?	Randalls Island	which island is home to the fire academy in nyc?	randalls Island	the fire academy in nyc is located on randalls Island
56cfff79234ae51400d9c23b	New_York_City	Which borough of NYC is home to the The New York City Fire Department headquarters?	Brooklyn	Which borough of NYC is home to the The New York City Fire Department headquarters?	Brooklyn	the New York City Fire Department headquarters is located in Brooklyn
56d1081117492d1400aab798	New_York_City	What is the street address of the New York Fire Department headquarters?	9 MetroTech Center	what is the street address of the New York Fire Department headquarters?	9 MetroTech Center	the New York Fire Department headquarters is located at 9 MetroTech Center
56d1081117492d1400aab799	New_York_City	In what borough is the FDNY headquartered?	Brooklyn	in what borough is the fdny headquartered?	brooklyn	the fdny is headquartered in the borough of Brooklyn
56d1081117492d1400aab79a	New_York_City	Where is the fire department's training academy located?	Randalls Island	where is the fire department's training academy located?	randalls Island	the fire department's training academy is located on randalls Island
56d1081117492d1400aab79b	New_York_City	What is the street address of the Bureau of Fire Communications alarm office in Brooklyn?	11 Metrotech Center	what is the street address of the Bureau of Fire Communications alarm office in Brooklyn?	11 Metrotech Center	the Bureau of Fire Communications alarm office in Brooklyn is located at 11 Metrotech Center
56cfffb0234ae51400d9c23f	New_York_City	Jazz became popular during which decade in NYC?	1940s	jazz became popular during which decade in nyc?	1940s	jazz became popular during the 1940s in nyc
56cfffb0234ae51400d9c240	New_York_City	Which decade did hip hop start to surface in NYC?	1970s	which decade did hip hop start to surface in nyc?	1970s	hip hop started to surface in nyc in the 1970s
56d108f917492d1400aab7b4	New_York_City	What was the name of the cultural development that defined the black American literary canon?	the Harlem Renaissance	what was the name of the cultural development that defined the black American literary canon?	the Harlem Renaissance	the Harlem Renaissance defined the black American literary canon
56d108f917492d1400aab7b5	New_York_City	What musical style was prominent in New York in the 1940s?	jazz	what musical style was prominent in New York in the 1940s?	jazz	jazz was prominent in New York in the 1940s
56d108f917492d1400aab7b6	New_York_City	What artistic style was prominent in New York in the 1950s?	abstract expressionism	what artistic style was prominent in New York in the 1950s?	abstract expressionism	abstract expressionism was prominent in New York in the 1950s
56d108f917492d1400aab7b7	New_York_City	What was the name of the new musical style that emerged from New York in the 1970s?	hip hop	what was the name of the new musical style that emerged from New York in the 1970s?	hip hop	the new musical style that emerged from New York in the 1970s was hip hop
56d000c5234ae51400d9c24d	New_York_City	The fashion capital of the world is what city in the US?	New York City	the fashion capital of the world is what city in the us?	new york city	the fashion capital of the world is in new york city
56d000c5234ae51400d9c24e	New_York_City	One of the biggest fashion shows in the world is named what in New York?	New York Fashion Week	one of the biggest fashion shows in the world is named what in New York?	New York Fashion Week	one of the biggest fashion shows in the world is named New York Fashion Week in New York
56d1099d17492d1400aab7c4	New_York_City	By what other name is abstract expressionism known?	the New York School	by what other name is abstract expressionism known?	the new York School	abstract expressionism is also known as the new york school
56d1099d17492d1400aab7c5	New_York_City	What is the name of the prominent fashion event that occurs in New York?	New York Fashion Week	what is the name of the prominent fashion event that occurs in New York?	new York Fashion Week	the name of the prominent fashion event that occurs in New York is new York Fashion Week
56d1099d17492d1400aab7c6	New_York_City	Who ranked New York as the fashion capital of the world?	the Global Language Monitor	who ranked New York as the fashion capital of the world?	the Global Language Monitor	New York was ranked as the fashion capital of the world by the Global Language Monitor
56d0036a234ae51400d9c252	New_York_City	The Broadway Musical began in what decade?	1880s	the Broadway Musical began in what decade?	1880 –s	the Broadway Musical began in the 1880 –s
56d10a4717492d1400aab7d4	New_York_City	Approximately how many galleries of art are in New York City?	500	approximately how many galleries of art are in New York City?	500	there are 500 gallery -s of art in New York City
56d10a4717492d1400aab7d5	New_York_City	Along with Broadway, what New York thoroughfare is associated with Broadway musicals?	42nd Street	along with broadway, what new york thoroughfare is associated with broadway musicals?	42nd Street	along with broadway, 42nd Street is associated with broadway musicals
56d10a4717492d1400aab7d6	New_York_City	Who was Hart's writing partner?	Harrigan	Who was Hart's writing partner?	harrigan	hart's writing partner was harrigan
56d10a4717492d1400aab7d7	New_York_City	About how many cultural and artistic organizations are in New York City?	2,000	about how many cultural and artistic organization -s are in New York City?	2,000	there are 2,000 cultural and artistic organization -s in New York City
56d10a4717492d1400aab7d8	New_York_City	What technological development led resulted in elaborate stage productions? 	electric lighting	what technological development led resulted in elaborate stage productions?	electric lighting	electric lighting led to elaborate stage productions
56d003cd234ae51400d9c257	New_York_City	How many people attended Broadway shows during the 2013-2014 season?	12.21 million	how many people attended Broadway shows during the 2013-2014 season?	12.21 million	the number of people attending Broadway shows during the 2013-2014 season was
56d10ab417492d1400aab7e4	New_York_City	What is the nickname of the Times Square Theater District?	The Great White Way	what is the nickname of the Times Square Theater District?	the great white way	the Times Square Theater District is known as the great white way
56d10ab417492d1400aab7e5	New_York_City	What was the dollar amount of the tickets sold on Broadway in 2013-14?	US$1.27 billion	what was the dollar amount of the tickets sold on Broadway in 2013-14?	us$1.27 billion	the dollar amount of the tickets sold on Broadway in 2013-14 was us
